sku,name,active,variants,variantType,variantName,price,discountedPrice,purchasePrice,quantity,shippingWt,minQuanity,maxQuantity,productDescription,hsnCode,gst,color,keywords,out_of_stock
RY0132,kwality walls family pack chocolate700ml,YES,NO,variant,,130,130,130,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0131,Amul Fresh Cream 250 ml (Tetra Pak),YES,NO,variant,,60,300,300,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0130,kwality walls feast fruit and nut,YES,NO,variant,,30,30,30,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0129,"Nestle A+ Raita Bhuna Jeera Curd, 380 gm Cup",YES,NO,variant,,75,15,75,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0127,Vanilla Heart Shape cake,YES,NO,variant,,799,450,450,10,0,1,10,"<p>good product</p>
",,,,,NO
RY0124,kwality walls family pack tutti fruti,YES,NO,variant,,130,130,130,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0122,Sofit Kesar Pista Flavoured Soya Milk 200 ml (Tetra Pak),YES,NO,variant,,30,110,110,10,0,1,10,"<p>good product</p>
",,,,,NO
RY0120,Bauli Moonfils Chocolate Veg Puff Rolls 47 g,YES,NO,variant,,15,20,20,10,0,1,10,"<p>good product</p>
",,,,,NO
RY0119,Mithai Mate,YES,NO,variant,,100,52,52,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0118,Cavin's Strawberry Milkshake 200 ml (Tetra Pak),YES,NO,variant,,28,15,15,10,0,1,10,"<p>nice-product</p>
",,,,,NO
RY0114,Britannia Cheese Block 400 g (Carton),YES,NO,variant,,195,200,200,10,0,1,10,"<p>good product</p>
",,,,,NO
RY0111,kwality walls family pack badam pista 700ml,YES,NO,variant,,160,160,160,10,0,1,10,"<p>good product</p>
",,,,,NO
RY0110,Kots Aata Khari 200 g,YES,NO,variant,,38,225,225,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0109,Parle Real Elaichi Premium Rusk 200 g,YES,NO,variant,,25,45,45,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0108,kwality walls cornetto cone disc black forest,YES,NO,variant,,45,45,45,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0106,MTR Instant Gulab Jamun Mix 175 g (50% Off on 1 unit),YES,NO,variant,,62,30,30,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0103,Butterscotch Anniversary cake,YES,NO,variant,,599,50,50,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0102,Processed Cheese - Block,YES,NO,variant,,98,102,102,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0101,Amul Masti Spiced Buttermilk 1 L (Tetra Pak),YES,NO,variant,,48,70,70,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0095,Nandini GoodLife Toned Milk 1 lt ,YES,NO,variant,,227,227,227,10,0,1,10,"<p>good product</p>
",,,,,NO
RY093,Go Pizza Cheese 200 g (Carton),YES,NO,variant,,95,30,30,10,0,1,10,"<p>nice product</p>
",,,,,NO
RTY092,Amul Fresh Paneer 200 g (Pack),YES,NO,variant,,72,60,60,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0335,Samvaad Guggal Wet Puja Dhoop Sticks 16 pcs,YES,NO,variant,,20,65,65,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0333,"Mangaldeep Pooja Agarbatti - Lavender, 84 sticks",YES,NO,variant,,45,55,55,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0330,Mangaldeep Mogra Puja Agarbattis 120 pcs,YES,NO,variant,,35,78,78,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0329,Mangaldeep Ziplock Rose Puja Agarbatti 120 pcs,YES,NO,variant,,35,55,55,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0324,"Mangaldeep Agarbatti - 3 in 1, 84 pcs Carton",YES,NO,variant,,100,100,100,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0315,Maggi Masala Penne Instant Pazzta 65 g (Pouch),YES,NO,variant,,25,396,396,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0134,Himalaya Baby Powder 200 g,YES,NO,variant,,130,200,200,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0311,Good Life Almonds 500 g,YES,NO,variant,,300,180,180,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0309,"Parle Potato Crisps - Classic Salted, 4x80 gm",YES,NO,variant,,20,120,120,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0305,Good Life Yellow Kishmish 500 g,YES,NO,variant,,148,40,75,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0302,Good Life Kabuli Chana 500 g,YES,NO,variant,,50,100,100,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0300,Good Life White Til 100 g,YES,NO,variant,,20,30,30,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0299,Tata I-Shakti Cooking Soda 100 g,YES,NO,variant,,15,15,15,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0298,VSR Jowar Premium Millet Flour 500 g,YES,NO,variant,,38,60,60,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0297,Good Life Bajra 1 kg,YES,NO,variant,,45,50,50,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0293,Good Life Masoor Dal 500 g,YES,NO,variant,,50,325,100,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0290,Good Life Idli Rawa 1 kg,YES,NO,variant,,40,35,35,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0288,Sundrop Creamy Peanut Butter 200 g,YES,NO,variant,,98,649,649,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0284,Rawa 1 kg,YES,NO,variant,,40,40,40,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0280,Loose Masoor Dal 1 kg,YES,NO,variant,,75,90,90,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0277,Best Farms Washed Gota Urad 1 kg,YES,NO,variant,,190,120,120,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0273,"Snickers Chocolate Bar, 50 gm Pouch",YES,NO,variant,,35,35,35,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0267,"Veeba Mayonnaise - Garlic, 280 gm",YES,NO,variant,,78,85,85,10,0,1,10,"<p>nice product&nbsp;</p>
",,,,,NO
KR0262,"All Out Ultra Refill - Liquid Vaporizer, 45 ml Twin Pack",YES,NO,variant,,110,150,150,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0261,"HIT Spray Flying Insect Killer (FIK), 200 ml",YES,NO,variant,,95,100,100,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0260,"HIT Spray Crawling Insect Killer (CIK), 400 ml",YES,NO,variant,,175,100,100,10,0,1,10,"<p>good product</p>
",,,,,NO
CK0259,Anniversary Butterscotch Heart Shape cake,YES,NO,variant,,649,180,180,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0257,Good Knight Advanced Activ+ Mosquito Repellent Refill 45 ml (Pack of 2),YES,NO,variant,,115,35,35,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0256,Snac tac Mixed Fruit Jam 500 g (50% off on 1 unit),YES,NO,variant,,75,138,138,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0231,Gold Winner Refined Sunflower Oil 1 L,YES,NO,variant,,155,132,132,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0229,Fortune Kachi Ghani Mustard Oil 1 L,YES,NO,variant,,178,230,230,10,0,1,10,"<p>nice&nbsp;&nbsp;product</p>
",,,,,NO
KR0228,Sundrop Heart RiceBran Based Blended Oil 1 L,YES,NO,variant,,200,280,280,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0227,Sundrop Lite Sunflower Based Blended Oil 5 L,YES,NO,variant,,1010,630,630,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0225,Pillsbury Chakki Fresh Atta / Flour 5 kg,YES,NO,variant,,218,360,360,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0224,Elina Long Grain Rice 1 kg,YES,NO,variant,,48,840,840,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0223,HIT Cockroach Repellent Chalk,YES,NO,variant,,15,20,20,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0217,Odomos Mosquito Repellent Cream - 100 Gm,YES,NO,variant,,50,90,90,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0215,Vijaya Pure Cow Ghee 1 L (Pouch),YES,NO,variant,,448,475,475,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0214,24 Mantra Organic Coriander 100 g,YES,NO,variant,,50,140,140,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0175,"Aashirvaad Atta - Select, 5 kg Pouch",YES,NO,variant,,240,275,275,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0174,Wipro Softouch After Wash Ocean Breeze Fabric Conditioner 860 ml,YES,NO,variant,,210,420,420,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0173,VSR Maida 1 kg,YES,NO,variant,,45,65,65,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0172,"Tata Salt  - Iodized, 1 kg Pouch",YES,NO,variant,,20,25,25,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0167,"Saffola Tasty - Pro Fitness Conscious Edible Oil, 1 lt Pouch",YES,NO,variant,,145,540,135,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0166,"Saffola Total - Pro Heart Conscious Edible Oil, 5 lt Jar",YES,NO,variant,,982,1200,1200,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0157,Set Wet Pro Vitamin B5 Cool Hold Styling Hair Gel 100 ml,YES,NO,variant,,98,100,100,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0156,Set Wet Bali Bliss Perfume Spray 120 ml,YES,NO,variant,,128,500,500,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0155,Cinthol Original Deodorant & Complexion Soap 100 g,YES,NO,variant,,35,60,60,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0154,Cinthol Original Deo & Complexion Soap 100 g (Pack of 4),YES,NO,variant,,130,150,150,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0152,Cinthol Cool Deo Soap with Menthol 100 g (Buy 4 Get 1 Free),YES,NO,variant,,142,125,112,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0150,"Head & shoulders Shampoo - Cool Menthol, 180ml",YES,NO,variant,,145,700,700,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0148,"Head & Shoulder Anti-Dandruff Shampoo - Smooth & Silky, 360 ml",YES,NO,variant,,272,500,500,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0147,Hit lime fraganance 400ml,YES,NO,variant,,175,200,200,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0143,Pepsodent Germicheck+ Cavity Protection Toothpaste 100 g,YES,NO,variant,,50,118,118,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0142,Colgate Batman Bubble Fruit Flavor Kids Toothpaste 80 g (6+ Years),YES,NO,variant,,62,161,161,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0141,Colgate Strong Teeth Dental Cream Toothpaste 200 g,YES,NO,variant,,92,65,65,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0140,Dabur Red Toothpaste 200 g,YES,NO,variant,,88,155,155,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0139,"Dabur Toothpaste - Red Gel, Combo Pack, 150 gm Pack of 2",YES,NO,variant,,80,160,160,10,0,1,10,"<p>nice&nbsp; product</p>
",,,,,NO
KR0138,"Colgate Toothpaste - Active Salt Saver Pack, Salt & Minerals, 2x300 gm ( Multipack )",YES,NO,variant,,254,254,254,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0136,Pantene Pro-V Advanced Hair Fall Control Hair Conditioner 175 ml,YES,NO,variant,,180,139,139,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0117,Sunsilk Co-Creations Lusciously Thick & Long Shampoo 180 ml,YES,NO,variant,,95,335,335,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0116,Dove Nutritive Solutions Intense Repair Shampoo for Damaged Hair 650 ml,YES,NO,variant,,383,690,690,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0113,Dove Hair Fall Rescue Shampoo 650 ml ,YES,NO,variant,,640,640,640,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0112,Tresemme Pro Collection Hair Fall Defense Keratin Protein Shampoo 340 ml,YES,NO,variant,,195,125,125,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0111,"Head & Shoulder Anti-Dandruff Shampoo - Anti Hairfall, 72 ml",YES,NO,variant,,65,75,75,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0110,Dove Hair Therapy Hair Fall Rescue Shampoo 340 ml,YES,NO,variant,,195,690,690,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0108,Tresemme Expert Selection Botanique Nourish & Replenish Paraben Free Shampoo 580 ml,YES,NO,variant,,480,630,630,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0102,"Parachute Coconut Oil - 100% Pure, 100 ml",YES,NO,variant,,38,128,128,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0099,Pampers Baby Dry Pants (XL) 34 count (12 - 17 kg),YES,NO,variant,,499,399,399,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0095,Johnson's Baby Top-To-Toe Bath 200 ml,YES,NO,variant,,120,75,75,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0090,"Johnson & Johnson Baby Shampoo, 100 ml",YES,NO,variant,,85,85,85,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0086,"Himalaya Bathing Soap - Almond & Rose, 4x125 gm ( Multipack )",YES,NO,variant,,180,180,180,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0079,Lizol Citrus Disinfectant Surface Cleaner 975 ml,YES,NO,variant,,165,688,688,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0078,Surf Excel Quick Wash Detergent Powder 500 g,YES,NO,variant,,95,150,150,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0077,"Surf Excel Easy Wash Detergent Powder, 1.5kg",YES,NO,variant,,155,50,50,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0075,"Surf Excel Matic Top Load Detergent Powder, 2 kg",YES,NO,variant,,350,449,449,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0073,"Genteel Liquid Detergent, 1 kg Buy 1 Get 1 Free",YES,NO,variant,,320,320,320,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0072,"Surf Excel Easy Wash Detergent Powder, 4 kg",YES,NO,variant,,372,464,464,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0071,"Pril Dishwash - Kraft, 750 ml",YES,NO,variant,,128,200,200,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0070,Pril Perfect Lime Dishwash Liquid 120 ml,YES,NO,variant,,20,105,105,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0069,Vim Dishwash Bar 300 g,YES,NO,variant,,22,55,55,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0066,"Giffy Dishwash Gel - Green Lime & Active Salt, 500 ml",YES,NO,variant,,145,115,115,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0065,"Dettol Kitchen Dish And Slab Gel - Lemon Fresh, Germ Protection, 400 ml",YES,NO,variant,,45,131,131,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0064,Lifebuoy Alcohol Based Hand Sanitizer 240 ml,YES,NO,variant,,115,185,185,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0061,Dettol Spring Blossom Disinfectant Spray 170 g,YES,NO,variant,,145,100,100,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0060,"Dettol Bathing Bar Soap - Germ Protection, Skincare, 75 gm",YES,NO,variant,,100,110,110,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0059,"Himalaya Bathing Soap - Neem & Turmeric, 4x125 gm ( Multipack )",YES,NO,variant,,148,180,180,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0054,Biotique Almond Oil Nourishing Body Soap 75 g,YES,NO,variant,,88,140,140,10,0,1,10,"<p>good product</p>
",,,,,NO
KR052,"Santoor Sandal & Turmeric Soap, 150 gm Pack of 4",YES,NO,variant,,92,129,172,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR051,Santoor Sandal & Turmeric Soap 125 g (Pack of 4),YES,NO,variant,,142,165,165,10,0,1,10,"<p>good product</p>
",,,,,NO
MD048,Disano Filtered Apple Cider Vinegar With Mother 500 ml,YES,NO,variant,,120,400,400,10,0,1,10,"<p>good product</p>
",,,,,NO
MD040,Vicks Menthol Cough Drops 20 pcs,YES,NO,variant,,20,100,100,10,0,1,10,"<p>nice product</p>
",,,,,NO
MD031,Ching's Secret Red Chilli Sauce 200 g,YES,NO,variant,,50,1000,1000,10,0,1,10,"<p>good product</p>
",,,,,NO
MD023,Aashirvaad Turmeric Powder 500 g,YES,NO,variant,,135,990,990,10,0,1,10,"<p>good product</p>
",,,,,NO
KR048,Best Farms Black Whole Masoor 500 g,YES,NO,variant,,50,65,65,10,0,1,10,"<p>good product</p>
",,,,,NO
VE039," Carrot - Red,500 gm",YES,NO,variant,,10,30,10,10,0,1,10,"<p>good product</p>
",,,,,NO
KR046," Garlic - Organically Grown, 200 gm",YES,NO,variant,,25,25,25,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY045,Plain Vanilla cake,YES,NO,variant,,399,500,500,10,0,1,10,"<p>good product</p>
",,,,,NO
RY044,Chocolate Truffle,YES,NO,variant,,499,300,300,10,0,1,10,"<p>good product</p>
",,,,,NO
RY043,Black Forest cake,YES,NO,variant,,499,500,500,10,0,1,10,"<p>good product</p>
",,,,,NO
RY032,Fruit And Nut cake,YES,NO,variant,,999,500,500,10,0,1,10,"<p>good product</p>
",,,,,NO
RY031,vegg puff 1pc,YES,NO,variant,,20,20,20,10,0,1,10,"<p>good product</p>
",,,,,NO
RY030,Chocolate On Top cake,YES,NO,variant,,699,699,699,10,0,1,10,"<p>good product</p>
",,,,,NO
RY029,Heart Shape Black Forest cake,YES,NO,variant,,699,450,450,10,0,1,10,"<p>good product</p>
",,,,,NO
RY028,Doodh peda 250gms,YES,NO,variant,,250,250,250,10,0,1,10,"<p>good product</p>
",,,,,NO
RY027,Gavvalu sweet 500gms,YES,NO,variant,,250,35,250,8,0,1,10,"<p>nice product</p>
",,,,,NO
RY017,Kaju katli 250gms,YES,NO,variant,,100,100,100,10,0,1,10,"<p>good product</p>
",,,,,NO
RY024,"The Chocolate Room GGN Muffin, 2 pcs",YES,NO,variant,,200,30,200,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY022,Chakodi 1kg,YES,NO,variant,,128,20,90,499,0,1,500,"<p>good product</p>
",,,,,NO
RY020,Badusha 250gm,YES,NO,variant,,80,40,80,249,0,1,250,"<p>good product</p>
",,,,,NO
RY019,barfi white 250gm,YES,NO,variant,,250,400,250,250,0,1,250,"<p>good product</p>
",,,,,NO
FR030,Apple Red Delicious 4 pcs (Approx 550 g - 700 g),YES,NO,variant,,160,20,20,10,0,1,10,"<p>good product</p>
",,,,,NO
KR029,"Sugarcane, 1 pc",YES,NO,variant,,20,20,20,10,0,1,10,"<p>nice product</p>
",,,,,NO
FR028,"Guava Pink, 1 kg",YES,NO,variant,,100,100,100,10,0,1,10,"<p>good product</p>
",,,,,NO
FR027,Banana Robusta 6 Pcs (Box) (Approx 800 g - 1100 g),YES,NO,variant,,30,40,40,10,0,1,10,"<p>nice product</p>
",,,,,NO
VE035," Brinjal - Purple, Long, 500 gm",YES,NO,variant,,15,60,50,10,0,1,10,"<p>good product</p>
",,,,,NO
VE034,potato 1kg,YES,NO,variant,,35,35,35,10,0,1,10,"<p>good product</p>
",,,,,NO
FR024,"Pumpkin - Disco, 500 gm",YES,NO,variant,,40,40,40,10,0,1,10,"<p>good product</p>
",,,,,NO
VE029,Drumstick each (Approx 70 g - 250 g),YES,NO,variant,,8,15,15,10,0,1,10,"<p>good product</p>
",,,,,NO
VE028,Lauki (Bottle Gourd) 1 kg,YES,NO,variant,,25,38,38,10,0,1,10,"<p>good product</p>
",,,,,NO
VE027,Dondakaya gherkins(Coccinia )500 g,YES,NO,variant,,14,35,35,10,0,1,10,"<p>good product</p>
",,,,,NO
KR043,Pro Nature Organic Chana Dal 500 g,YES,NO,variant,,95,40,150,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR040,"Coriander / Dhania Seeds, 200 gm",YES,NO,variant,,80,80,80,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0039,"24 Mantra Mustard / avalu Small, 100gms",YES,NO,variant,,25,20,20,100,0,1,100,"<p>good product</p>
",,,,,NO
KR0037,"ASHIRVAD Salt - Table, Iodized, 1KG",YES,NO,variant,,20,30,30,10,0,1,10,"<p>nice product</p>
",,,,,NO
FR0026, Apple 1kg,YES,NO,variant,,270,199,199,10,0,1,10,"<p>nice product</p>
",,,,,NO
FR0025,Pears Green Imported 3 pcs (Pack),YES,NO,variant,,170,375,150,10,0,1,10,"<p>good product</p>
",,,,,NO
VE0023,Cluster Beans 500 g,YES,NO,variant,,25,70,70,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0023,"Onion, 5 kg (pack )",YES,NO,variant,,120,95,95,10,0,1,10,"<p>good product</p>
",,,,,NO
VE0022," Beans - Cowpea, 500g",YES,NO,variant,,20,68,63,10,0,1,10,"<p>nice product</p>
",,,,,NO
FR0021,Sri Gopal Gola Dry Coconut 500 g,YES,NO,variant,,155,40,40,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0019, Pumpkin  1kg,YES,NO,variant,,40,20,20,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0032,Sweet  Corn (250-450)g,YES,NO,variant,,12,50,50,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0026,Delicious Selected Fig / Anjeer 100 g,YES,NO,variant,,200,950,950,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0652,Good Life Salted Pistachios 200 g,YES,NO,variant,,200,280,280,10,0,1,10,"<p>good product</p>
",,,,,NO
VE0021,Green Capsicum 500 g,YES,NO,variant,,25,50,50,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0018,Orange Imported 1 kg,YES,NO,variant,,100,300,300,10,0,1,10,"<p>nice product</p>
",,,,,NO
FR0016, Grapes 1kg,YES,NO,variant,,120,99,120,8,0,1,10,"<p>good product</p>
",,,,,NO
FR0014, Mosambi 3 kg,YES,NO,variant,,90,150,150,10,0,1,10,"<p>nice product</p>
",,,,,NO
FR0011,Kiwi Green Zespri 3 pcs (Pack) (Approx 240 g - 300 g),YES,NO,variant,,62,125,125,10,0,1,10,"<p>good product</p>
",,,,,NO
VE0019," Papaya - Raw, 1.5 kg",YES,NO,variant,,68,60,60,10,0,1,10,"<p>good product</p>
",,,,,NO
VE0017,"Tomato - Cherry, 250 gm",YES,NO,variant,,20,50,50,10,0,1,10,"<p>nice product</p>
",,,,,NO
